complex_name,status,completion_date,avg_price,industry_type,management,land_size,complex_group,website_url
진천신척일반산업단지,분양완료,2015-12-18,156383,"식료품,음료,화학물질및화학제품,의료용물질및의약품,전기장비,전자부품·컴퓨터·영상·음향및통신장비,자동차및트레일러,의료·정밀·광학기기및시계,고무및플라스틱,기타종이상자및용기,비금속원료재생업,1차금속,금속가공제품,기타기계및장비 제조업, 연구개발업, 사업지원서비스업, 전기·가스·증기 및 공기조절공급업(연료전지에 한함), 기타발전업, 태양력발전업, 비주거용 건물 임대업, 기타 부동산 임대업 *허용업종 등 자세한내용 고시문 참조",충북_진천군,1535894,일반,https://www.joongang.co.kr/article/18158385
진천이월일반산업단지,분양완료,2006-08-22,165680,플라스틱제품 제조업,충북_진천군,299659,일반,http://www.eum.go.kr/web/gs/gv/gvGosiDet.jsp?seq=36784
진천죽현일반산업단지,분양완료,2017-03-10,0,"식료품, 음료, 고무제품 및 플라스틱, 의료용물질 및 의약품 제조업",충북_진천군,144838,일반,http://www.eum.go.kr/web/gs/gv/gvGosiDet.jsp?seq=340012
진천케이푸드밸리,분양완료,2020-04-10,219313,"식료품, 고무제품 및 플라스틱, 금속가공제품,기타기계및장비 제조업, 창고 및 운송관련 서비스업",충북_진천군,831966,일반,http://www.landnews.co.kr/news/articleView.html?idxno=277
진해국가산업단지,분양완료,-,257000,"중형조선소, 조선기자재 공장",한국산업단지공단,3269235,국가,https://terms.naver.com/entry.naver?docId=562315&cid=46631&categoryId=46631
진해남양지방산업단지,분양완료,2009-11-09,407770,"1차금속제조업, 금속가공제품 제조업:기계 및 가구 제외, 전기장비 제조업, 기타 기계 및 장비 제조업, 자동차 및 트레일러 제조업",부산진해경제자유구역청,293270,일반,http://www.gnnews.co.kr/news/articleView.html?idxno=500511
진해마천일반산업단지,분양완료,2001-01-05,130000,"주물 및 관련업, 기계 전기 및 전자기기, 조립금속, 철강산업","진해마천주물산업관리공단, 부산진해경제자유구역청",611176,일반,http://www.knnews.co.kr/news/articleView.php?idxno=1293941
진해죽곡일반산업단지,분양완료,2010-06-29,460000,"금속가공제품제조업:기계및가구제외,기타기계및 장비제조업,기타운송장비제조업",경상남도,138126,일반,https://terms.naver.com/entry.naver?docId=2639154&cid=51943&categoryId=54912
창녕넥센일반산업단지,분양완료,-,0,"고무제품 및 플라스틱제품 제조업, 전기.가스. 증기 및 공기조절 공급업",경남_창녕군,593209,일반,http://www.ynnews.kr/news/articleView.html?idxno=50286
창녕대합일반산업단지,분양완료,2014-11-17,190574,"고무제품 및 플라스틱,제1차금속, 금속가공제품, 전기장비, 기타기계및장비, 자동차 및 트레일러, 기타운송장비 제조업, 태양력발전업, 부동산입대업(한국표준산업분류 중분류상 68업종 중 6811)",경남_창녕군,948563,일반,https://namu.wiki/w/%EC%B0%BD%EB%85%95%EB%8C%80%ED%95%A9%EC%82%B0%EC%97%85%EB%8B%A8%EC%A7%80
창녕억만일반산업단지,분양완료,2013-06-12,183870,1차 금속,경남_창녕군,81722,일반,https://news.knn.co.kr/news/article/8353
창원국가산업단지,분양중,-,185000,"기계공업 및 관련공업인 소재형공업, 산업용기계공업, 전기기기 및 수송기계(다만 차룡단지는 도시기능의 활성화를 위한 공업을 유치할 수 있음)",한국산업단지공단,35870341,국가,https://ko.wikipedia.org/wiki/%EC%B0%BD%EC%9B%90%EA%B5%AD%EA%B0%80%EC%82%B0%EC%97%85%EB%8B%A8%EC%A7%80
창원수곡일반산업단지,분양중,-,371000,"고무제품및플라스틱제품제조업, 비금속광물제품제조업, 금속가공제품제조업, 전기장비제조업, 기타기계및장비제조업, 기타운송장비제조업",경남_창원시,79750,일반,https://www.changwon.go.kr/cwportal/biz/11152/11313/11365.web
창원일반산업단지,분양완료,2014-06-30,375349,"금속가공제품, 전자부품·영상·음향 및 통신장비, 의료·정밀광학기기 및 시계, 전기장비, 기타기계 및 장비, 자동차 및 트레일러, 기타 운송장비 제조업, 태양력발전업",경남_창원시,477570,일반,https://www.changwon.go.kr/cwportal/biz/11152/11313/11361.web
창원진전평암일반산업단지,분양완료,2017-11-23,0,음료제조업(알콜음료제조업),경남_창원시,80068,일반,https://www.changwon.go.kr/cwportal/biz/11152/11313/11379.web
창원창곡일반산업단지,분양완료,2017-08-31,0,"비금속광물제품, 금속가공,전자부품·컴퓨터·영상·음향 및 통신장비,전기장비,지동차 및 트레일러 제조업, 폐기물 수집운반·처리 및 원료재생업",경남_창원시,63446,일반,https://www.changwon.go.kr/cwportal/biz/11152/11313/11380.web
창원천선일반산업단지,분양완료,2016-09-13,625058,"금속가공제품제조업,전기장비,기타 기계및장비,자동차및트레일러,기타운송장비제조업",경남_창원시,109623,일반,https://terms.naver.com/entry.naver?docId=6032386&cid=43667&categoryId=43667
천안마정일반산업단지,분양완료,1996-12-02,20300,"기계,금속,전기,전자,섬유,종이,기타 제조업, 태양력발전업(건물옥상 및 지붕에 설치)",충남_천안시,149988,일반,https://blog.naver.com/covelit/222917334275
천안산업기술일반산업단지,분양완료,2008-10-02,20300,"기타기계및장비, 전기장비,전자부품·컴퓨터·영상·음향및통신장비,의료·정밀·광학기기및시계,고무및플라스틱,식료품,화학물질및화학제품,비금속광물제품,금속가공제품,자동차및트레일러 제조업, 인쇄및기록매체복제업,자동차부품및판매업,도매및부품판매업,방송업,연구개발업,기타전문·과학및기술서비스업,출판업,전문직별공사업,협회및단체,기타발전업(건물 옥상,벽면이용)",충남_천안시,182808,일반,https://terms.naver.com/entry.naver?docId=2572085&cid=51930&categoryId=54231
천안제2일반산업단지,분양완료,1992-07-20,76000,"식료품제조업(친환경웰빙식품), 의료.정밀. 광학기기 및 시계 제조업(IT융합형 자동차부품), 전기장비 제조업(미래형전기배터리, 차세대 디스플레이), 기타기계 및 장비제조업(IT융합형자동차부품,차세대디스플레이),자동차 및 트레일러 제조업(미래형전기배터리), 제조업,지식산업,정보통신산업(친환경제조업,지식산업)",천안산업단지관리공단,827366,일반,http://www.icj.kr/bbs/board.php?bo_table=news&wr_id=41965
천안제3일반산업단지,분양완료,2015-01-07,150644,"의료용물질및의약품,첨단산업(섬유제품,화학물질및화학제품,의료용물질및의약품,전자부품·컴퓨터·영상·음향및통신장비,의료·정밀·광학기기및시계,전기장비,기타기계및장비),지식산업센터,외국인(화학물질및화학제품,의료용물질및의약품,1차금속,금속가공제품,기타기계및장비,자동차및트레일러)","충남_천안시, 한국산업단지공단",2133801,일반,https://www.youtube.com/watch?v=OCRxDV6F56o
천안제4일반산업단지,분양완료,2008-08-12,75035,"기타기계 및 장비, 전자부품·컴퓨터·영상·음향 및 통신장비, 금속가공제품, 기타기계및장비, 의료·정밀·광학기기및시계, 전기장비 제조업",충남_천안시,1006047,일반,https://www.eum.go.kr/web/gs/gv/gvGosiDet.jsp?seq=533792
천안제5일반산업단지,분양중,-,248050,"식료품,음료,화화물및화학제품,의료용물질및의약품,고무제품및플라스틱,비금속광물제품,1차금속,금속가공제품,전자부품·컴퓨터·영상·음향및통신장비,전기장비,기타기계및장비,자동차및트레일러,기타운송장비,섬유제품,가구 제조업, 창고및운송관련서비스업,인쇄및기록매체복제업 ,(68112 비주거용 건물 임대업),출판업,우편 및 통신업, 컴퓨터 프로그래밍, 시스템 통합 및 관리업, 정보서비스업,연구개발업,전문서비스업, 건축 기술,엔지니어링 및 기타 과학 서비스업 등","충남_천안시, 한국산업단지공단",1996493,일반,http://xn--5-4t8ex66amoe6ra73g11ef9ghpz.com/
천안풍세일반산업단지,분양완료,2013-12-12,260149,"산업시설용지(식료품,섬유제품,의복액세서리및모피제품,펄프·종이및종이제품,화학물질 및 화학제품,고무제품및플라스틱제품,제1차금속,금속가공제품,전자부품·영상·음향및통신장비,전기장비,의료·정밀·광학기기및시계,전기기타기계및장비,자동차및트레일러 제조업), 복합용지(전자부품·영상·음향및통신장비,의료·정밀·광학기기및시계,전기장비,기타기계및장비,자동차및트레일러 제조업, 출판업,우편및통신업,컴퓨터프로그래밍·시스템통합및관리업,정보서비스업,연구개발업,전문서비스업 등)",충남_천안시,1644529,일반,http://www.cpic.or.kr/page/sub05_1.php
청산대전일반산업단지,분양완료,2015-08-31,0,섬유제품제조업,경기_연천군,188218,일반,https://www.kyeonggi.com/article/201204110449397
청원옥산일반산업단지,분양완료,2014-09-05,211733,"신소재분야(목재및나무제품,펄프.종이및종이제품,화학물질및화학제품,의료용물질및의약품,고무제품및플라스틱,비금속광물제품,통신장비,전기장비,자동차및트레일러), 메카트로닉스분야(화학,의약품,고무,비금속광물,1차금속,금속가공,전자부품.컴퓨터.영상.음향및통신장비,의료.정밀.광학기기및시계,전기장비,기타기계및장비,자동차및트레일러), 환경·에너지분야(폐기물수집운반.처리및원료재생업,화학,1차금속), 식음료(식료품),기타직물(섬유제품) *자세한사항 고시문 참조",청주시통합산업단지관리공단,1392499,일반,http://www.okcb.net/21956
청주오송제2생명과학일반산업단지(충북경제자유구역 오송바이오폴리스지구),분양중,2021-09-17,295640,"BT(식료품,음료,화학물질및화학제품,의료용물질및의약품,의료.정밀.광학기기및시계),IT(전자부품.컴퓨터.영상.음향 및 통신장비,전기장비,출판업,컴퓨터프로그래밍.시스템통합및관리업,정보서비스업),첨단관련업종(비금속광물제품,1차금속,금속가공제품,기타기계및장비,자동차및트레일러,기타운송장비),연구시설(연구개발업,전문서비스업,건축기술.엔지니어링및기타과학기술서비스업,기차전문.과학및기술서비스업,공공행정.국방및사회보장행정,교육서비스업,협회및단체),물류시설 등",한국산업단지공단,3283845,일반,https://www.cbdc.co.kr/str/cre/lyt/tmplat/sit/LYTTMP_0000000000001/images/sub03/bo_20160920_02.pdf
청주오창과학일반산업단지,분양완료,2002-12-28,133371,"식료품,음료,화학물질및화학제품,의료용물질및의약품,고무및플라스틱제품,비금속광물제품,1차금속,금속가공제품,전자부품·컴퓨터·영상·음향및통신장비,의료·정밀·광학기기및시계,전기장비,기타기계및장비,기타운송장비, 제조업, 연구개발업 (*제한업종 고시문 참조)","충청북도, 한국산업단지공단",9597457,일반,https://terms.naver.com/entry.naver?docId=2098322&cid=40942&categoryId=37154
청주오창제2일반산업단지,분양완료,2014-02-28,208725,"의료용 물질 및 의약품 제조업, 전자부품·컴퓨터·영상·음향 및 통신장비 제조업, 전기장비 제조업, 기타기계및장비 제조업",청주시통합산업단지관리공단,1389842,일반,http://www.chungnamilbo.co.kr/news/articleView.html?idxno=739755
청주오창제3일반산업단지,분양완료,2019-08-09,218018,"신물질·생명공학(화학물질및화학제품),전자·정보·통신(전자부품.컴퓨터.영상.음향및통신장비,1차금속,가구,의료.정밀.광학기기및시계,전기장비,기타기계및장비),메카트로닉스 및 항공기·수송(자동차및트레일러,기타운송장비),기타 제조업(식료품,펄프.종이.및종이제품,코크스.연탄및석유정제품,금속가공), 물류( 창고 및 운송관련서비스업)",청주시통합산업단지관리공단,576427,일반,http://cjiimc.or.kr/home/sub.php?menukey=78
청주테크노폴리스일반산업단지,분양중,-,320703,"MT(1차금속,금속가공제품,전자부품·컴퓨터·영상·음향및통신장비,전기장비,기타기계및장비,자동차및트레일러,기타운송장비),BT(식료품,음료,화학물질및화학제품,의료용물질및의약품),NT(섬유제품,고무제품및플라스틱제품,비금속광물제품,의료·정밀·광학기기및시계,기타제품),GT(전기·가스·증기및공기조절공급업,폐기물수집운반·처리및원료재생업),연구시설(연구개발업,기타전문·과학 및 기술서비스업)",충북_청주시,1493630,일반,https://www.eum.go.kr/web/gs/gv/gvGosiDet.jsp?seq=587854
청주현도일반산업단지,분양중,-,551590,"바이오융합산업(식료품,화학물질및화학제품,의료용물질및의약품), 전기전자부품산업(비금속광물제품,전자부품·컴퓨터·영상·음향및통신장비,의료·정밀·광학기기및시계,전기장비), 동력기반기계부품산업(금속가공제품,기타기계및장비), 지식·정보(정보통신산업,지식산업), 기타산업(인쇄 및 기록매체 복제업)",충북_청주시,1051817,일반,https://www.ccdailynews.com/news/articleView.html?idxno=2203377
춘천동춘천일반산업단지,분양중,2017-10-12,191253,"(식료품,음료,펄프·종이 및 종이제품,화학물질 및 화학제품,의료용물질 및 의약품,고무제품 및 플라스틱,1차금속,금속가공제품,의료·정밀·광학기기 및 시계,전기장비,기타기계 및 장비)제조업, 육상운송 및 파이프라인운송업, 창고 및 운송관련 서비스업, 전기·가스·증기 및 공기조절공급업, 태양력발전업(6,7블럭에한함)",강원_춘천시,538575,일반,https://www.chuncheon.go.kr/economy/enterprise/industrial-complex/
춘천전력IT문화복합일반산업단지,분양완료,2013-12-19,331000,"전기장비 제조업, 기타기계 및 장비 제조업, 구조용 금속제품 제조업, 금속 문·창·셔터 및 관련제품 제조업, 연구개발업, 건축기술·엔지니어링 및 기타 과학 기술서비스업, 전기·가스·증기 및 공기조절 공급업",강원_춘천시,353659,일반,https://www.chuncheon.go.kr/economy/enterprise/industrial-complex/sun-city-kairos/
춘천후평일반산업단지,분양계획,-,0,"신물질·생명공학(식료품제조업,음료제조업,의료용 물질 및 의약품제조업), 전자·정보 ·통신(인쇄 및 기록매체 복제업,전자부품·컴퓨터·영상·음향 및 통신장비제조업,전기장비제조업), 재료·소재(1차금속제조업) *입주제한업종 고시문참조",충북_충주시,274222,일반,https://www.chuncheon.go.kr/economy/enterprise/industrial-complex/hupyeong/
충주DH산업단지,분양완료,2014-06-30,0,"레미콘및비금속광물분쇄문생산업,골판지및 골판지상자제조업,전자코일변성기및 기타전자유도자제조업및물류창고업",충북_충주시,77395,일반,https://blog.naver.com/signatureclean/222273945723
충주KGC예본일반산업단지,분양완료,2012-12-28,0,"식료품 제조업, 의료용 물질 및 의약품 제조업, 창고 및 운송관련서비스",충북_충주시,87264,일반,http://luris.molit.go.kr/web/FileDownload.do?file=%2F20121231%2Fwebcommon%2Fmapboard%2FWcBdMapForm.jsp%2FKT%26G+%C0%CF%B9%DD%BB%EA%BE%F7%B4%DC%C1%F6+%BA%AF%B0%E6+%B0%ED%BD%C3%B9%AE.hwp
충주대신일반산업단지,분양완료,2012-11-28,0,"플라스틱창호 제조업, 판유리 가공품 제조업, 구조용 금속판제품 및 금속공작물 제조업",충북_충주시,47138,일반,https://www.ccreview.co.kr/news/articleView.html?idxno=86704
충주만정일반산업단지,분양완료,2012-10-19,0,비금속광물제품제조업,충북_충주시,50401,일반,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000648142&fileSn=0
충주제1일반산업단지,분양완료,1993-12-07,54450,"전기·전자,화학,식료품,비금속,기계·금속,제지,기타 제조업",(사)충주산업단지관리공단,1286056,일반,https://www.eum.go.kr/web/gs/gv/gvGosiDet.jsp?seq=591782
충주제3일반산업단지,분양완료,2012-12-31,166602,"1차금속제조업, 금속가공제품제조업, 기타 기계 및 장비제조업, 섬유제품제조업 중 부직포 및 펠트제조업, 태양력발전업",(사)충주산업단지관리공단,129373,일반,https://www.gov.kr/portal/locgovNews/3932198
충주제4일반산업단지,분양완료,2012-12-31,168740,"인쇄및기록매체복제업,화학물질및화학제품제조업,의료용물질및의약품,비금속광물제품제조업.제1차금속제조업,기타기계및장비제조업",(사)충주산업단지관리공단,175971,일반,https://www.monthlypeople.com/news/articleView.html?idxno=662800
충주제5일반산업단지,분양완료,2018-11-23,203030,"재료·소재 및 항공기수송,지식기반산업(화학물질및화학제품,비금속광물제품,전자부품·컴퓨터·영상·음향및통신장비,전기장비,기타기계및장비,자동차및트레일러),고부가식품산업(식료품,음료), 도시첨단형(금속가공제품,전기장비,기타기계및장비,기타운송장비,창고및운송관련서비스업),태양력발전업, 제한업종(고시문참조)",(사)충주산업단지관리공단,294717,일반,https://www.chungju.go.kr/www/contents.do?key=2954
충주중원일반산업단지,분양완료,2009-03-27,136000,"식료품제조업,화학물질및화학제품제조업,의료용물질및의약품제조업,고무제품및플라스틱제품제조업,1차금속제조업,금속가공제품제조업,전자부품·컴퓨터·영상·음향및통신장비제조업,의료·정밀·광학기기및시계제조업,전기장비제조업,기타기계및장비제조업, 태양력발전업",충북_충주시,374504,일반,http://www.inews365.com/news/article.html?no=762863
칠곡연화일반산업단지,분양완료,2013-07-10,0,"고무 및 플라스틱 제조업, 금속가공제품 제조업, 섬유제품 제조업, 기계 및 장비 제조업",경북_칠곡군,52037,일반,https://www.eum.go.kr/web/gs/gv/gvGosiDet.jsp?seq=578134
칠서일반산업단지,분양완료,-,182000,"식료품제조업(C10), 음료제조업(C11), 목재 및 나무제품제조업(16), 종이 및 종이제품제조업(C17), 화학물질 및 화학제품 제조업(C20), 비금속 광물제품 제조업(C23), 1차 금속 제조업(C24), 금속가공제품 제조업(C25), 전기장비제조업(C28), 기타 기계 및 장비제조업(C29), 자동차 및 트레일러제조업(C30), 기타 운송장비(C31), 폐기물 수집운반처리 및 원료 재생업(D38), 태양력발전업(35114), 창고 및 운송관련 서비스업(H52), 부동산 임대업(L6811)",칠서일반산업단지관리공단,3051845,일반,https://terms.naver.com/entry.naver?docId=4349709&cid=59699&categoryId=59777
탕정일반산업단지,분양완료,2023-03-03,0,"산업용지(기타기계및장비,자동차및트레일러,연구개발업), 복합용지(전자부품·컴퓨터·영상·음향및통신장비,기타기계및장비,자동차및트레일러,환경정화및복원업,출판업,영상·오디오기록물및제작공급업,통신업,컴퓨터프로그래밍·시스템통합및관리업,연구개발업,전문서비스업,건축기술·엔지니어링및기타과학기술서비스업,기타전문·과학및기술서비스업,사업시설관리및조경서비스업,사업지원서비스업,교육서비스업,임대업:부동산제외)","충남_아산시, 한국산업단지공단",505621,일반,https://news.jtbc.co.kr/article/article.aspx?news_id=NB11838522
태백동점산업단지,분양중,2020-12-29,100000,"식료품,섬유제품,목재및나무제품,의료용물질및의약품,그외기타분류안된 비금속광물제품,1차금속,금속가공제품,전자부품·컴퓨터·영상·음향및통신장비,기타기계및장비,자동차및트레일러,기타제품 제조업,전기·가스·증기및공기조절공급업, 해체·선별및원료재생업(폐기물수집 및 운반업,폐기물처리업 제외), 연구개발업",강원_태백시,216308,일반,https://www.hankyung.com/economy/article/202306305991Y
파주LCD일반산업단지,분양완료,2008-04-14,214884,"전자부품,영상,음향 및 통신장비 제조업, 산업용가스 제조업",경기_파주시,1740555,일반,https://www.paju.go.kr/www/www_02/city/city_indus/city_indus_02/city_indus_02_01.jsp
파주금파일반산업단지,분양완료,2004-01-19,100400,"영상·음향 및 통신제조업, 전기및 전자기기 제조업, 출판·인쇄 관련산업, 가구 및 기타 제조업",경기_파주시,78290,일반,https://www.paju.go.kr/www/www_02/city/city_indus/city_indus_03/city_indus_03_08.jsp
파주문발제1일반산업단지,분양완료,1994-12-08,535000,"펄프·종이 및 종이제품, 고무제품 및 플라스틱, 전자부품·컴퓨터·영상음향 및 통신장비, 기타 기계 및 장비, 기타제품 제조업, 인쇄 및 기록매체 복제업",경기_파주시,50688,일반,https://www.paju.go.kr/www/www_02/city/city_indus/city_indus_03/city_indus_03_01.jsp
파주문발제2일반산업단지,분양완료,1998-07-20,535000,"펄프·종이 및 종이제품, 고무제품 및 플라스틱, 전자부품·컴퓨터·영상음향 및 통신장비 제조업, 인쇄 및 기록매체 복제업",경기_파주시,205724,일반,https://www.placeview.co.kr/id/MjM2MzU4NTgg
파주법원2일반산업단지,분양중,2022-12-21,390900,"식료품제조업, 섬유제품제조업, 화학물질 및 화학제품제조업, 고무제품 및 플라스틱제조업, 1차금속제조업, 금속가공제품제조업, 전기장비제조업, 기타 기계 및 장비제조업, 가구제조업, 인쇄 및 기록매체 복제업, 창고 및 운송관련 서비스업",경기_파주시,330066,일반,https://www.paju.go.kr/www/www_02/city/city_indus/city_indus_03/city_indus_03_10.jsp
파주신촌일반산업단지,분양완료,2010-08-11,393248,"식료품, 펄프·종이 및 종이제품, 인쇄 및 기록매체, 화합물 및 화학제품, 의료용물질 및 의약품, 고무제품 및 플라스틱 제품, 금속가공제품, 의료·정밀·광학기기 및 시계, 전기장비, 기타 기계 및 장비, 가구, 기타제품 , 영상·오디오 기록물 제작",경기_파주시,189797,일반,https://www.paju.go.kr/www/www_02/city/city_indus/city_indus_03/city_indus_03_05.jsp
파주오산일반산업단지,분양완료,2006-04-24,470000,인쇄업,경기_파주시,232304,일반,https://www.paju.go.kr/www/www_02/city/city_indus/city_indus_03/city_indus_03_03.jsp
파주월롱첨단일반산업단지,분양완료,2011-03-23,417930,"비금속광물제품, 전자부품·컴퓨터·영상·음향 및 통신장비, 의료·정밀·광학기기 및 시계 제조업",경기_파주시,836545,일반,https://www.paju.go.kr/www/www_02/environment/environment_01/environment_01_07/environment_01_07_04.jsp
파주적성일반산업단지,분양완료,2020-02-17,190665,"섬유제품,펄프·종이및종이제품,화학물질및화학제품,고무제품및플라스틱,비금속광물,1차금속,금속가공제품,전자부품·컴퓨터·영상·음향및통신장비,의료·정밀·광학기기및시계,전기장비,기타기계및장비,자동차및트레일러,가구,기타제품 제조업, 인쇄및기록매체복제업, 폐기물수집운반처리및원료재생업, 출판업, 창고 및 운송관련서비스업",경기_파주시,601810,일반,https://www.paju.go.kr/www/www_02/city/city_indus/city_indus_03/city_indus_03_06.jsp
파주첨단일반산업단지(선유지구),분양완료,2010-02-24,379400,"식료품, 섬유제품, 펄프종이 및 종이제품, 화학물질 및 화학제품, 고무 및 플라스틱제품, 1차금속, 의료용물질 및 의약품, 전기장비, 금속가공제품, 전자부품·컴퓨터·영상·음향 및 통신장비,의료·정밀·광학기기 및 시계, 기타기계 및 장비, 가구 제조업, 인쇄 및 기록매체 복제업, 창고 및 운송관련서비스업, 제한업종계획구역",경기_파주시,1312673,일반,https://www.paju.go.kr/www/www_02/city/city_indus/city_indus_02/city_indus_02_04.jsp
파주축현일반산업단지,분양완료,2014-05-19,550000,"식료품,섬유제품,펄프종이 및 종이제품,화학물질 및 화학제품,고무 및 플라스틱제품,제1차금속,금속가공제품,전자부품·컴퓨터·영상·음향 및 통신장비,기타기계 및 장비,기타운송장비,가구,기타제품 제조업, 폐기물 수집운반.처리 및 원료재생업,인쇄 및 기록매체 복제업,출판업,창고 및 운송관련서비스업",경기_파주시,297711,일반,https://www.paju.go.kr/www/www_02/city/city_indus/city_indus_03/city_indus_03_07.jsp
파주탄현일반산업단지,분양완료,2005-03-05,440000,"조립금속.목재 및 나무,가구 및 기타제조업",경기_파주시,122871,일반,https://www.paju.go.kr/www/www_02/city/city_indus/city_indus_03/city_indus_03_04.jsp
파주탄현중소기업전용국가산업단지,분양완료,2015-02-15,0,출판업,충남_태안군,38900,도시첨단,https://www.paju.go.kr/www/www_02/city/city_indus/city_indus_01/city_indus_01_02.jsp
평택LGDigitalPark일반산업단지,분양완료,2017-12-28,0,전자부품·컴퓨터·영상·음향 및 통신장비 제조업,경기_평택시,125312,일반,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202110080110226980651
평택고렴일반산업단지,분양중,2018-04-26,620694,"식료품,화학물질 및 화학제품,의료용물질 및 의약품,비금속광물제품,1차금속,금속가공제품,전자부품·컴퓨터·영상·음향 및 통신장비,전기장비 제조업, 창고및운송관련 서비스업",평택산업단지관리공단,264891,일반,https://terms.naver.com/entry.naver?docId=6032386&cid=43667&categoryId=43667
평택송탄일반산업단지,분양완료,1991-01-07,130000,"한국표준 산업 분류상 전제조업종 (단, 공업용수 다소비 업종 및 입주부적격 업종은 제외)",평택산업단지관리공단,1086289,일반,https://blog.naver.com/looks007/223344467523
평택어연.한산일반산업단지,분양완료,1999-12-29,118881,"첨단산업업종,조립금속·기계,음·식료품,석유·화학,기타 제조업",평택산업단지관리공단,682601,일반,https://www.gh.or.kr/gh/pyeongtaek-eoyeon-hansan.do
평택일반산업단지,분양완료,1993-12-31,145000,"한국표준산업 분류상 전제조업(단, 공업용수 다소비 업종 및 입주부적격 업종은 제외)",평택산업단지관리공단,534798,일반,https://gnews.gg.go.kr/briefing/brief_gongbo_view.do?BS_CODE=S017&number=62482
평택장당일반산업단지,분양완료,1998-06-09,168353,"음료, 화학제품, 전자·컴퓨터·통신,기계 및 장비",평택산업단지관리공단,149719,일반,https://realestateagent-story.tistory.com/entry/%ED%8F%89%ED%83%9D%EC%9E%A5%EB%8B%B9%EC%9D%BC%EB%B0%98%EC%82%B0%EC%97%85%EB%8B%A8%EC%A7%80
평택진위2일반산업단지,분양완료,2018-06-25,714823,"섬유제품,고무제품 및 플라스틱제품,금속가공제품,전자부품·컴퓨터·영상·음향 및 통신장비, 전기장비, 기타기계 및 장비, 자동차 및 트레일러 제조업, 창고업",평택산업단지관리공단,950958,일반,https://www.gukjenews.com/news/articleView.html?idxno=585722
평택진위일반산업단지,분양완료,2011-01-12,635066,"기타 기계 및 장비, 전기장비, 전자부품·영상·음향 및 통신장비, 의료·정밀, 광학기기 및 시계 제조업",평택산업단지관리공단,485964,일반,https://raonyss.tistory.com/2696
평택추팔일반산업단지,분양완료,2000-12-11,123152,전 제조업(입주제한업종 고시문 참조),평택산업단지관리공단,609999,일반,https://www.gg.go.kr/bbs/boardView.do?bIdx=15139171&bsIdx=469&menuId=1547
평택칠괴일반산업단지,분양완료,2000-04-19,136657,"음식료품, 화합물 및 화학제품, 기타기계및장비, 기타전기기계및전기변환장치,전자부품.영상.음향및통신장비, 자동차트레일러 제조업 (입주제한업종 고시문 참조)",평택산업단지관리공단,641276,일반,https://terms.naver.com/entry.naver?docId=6032386&cid=43667&categoryId=43667
평택포승2일반산업단지,분양중,2016-03-02,582310,"식료품, 금속가공제품, 기타 기계 및 장비, 자동차 및 트레일러 제조업, 창고 및 운송관련서비스업",평택산업단지관리공단,626810,일반,https://blog.naver.com/drummer23406/223377278191
평택현곡일반산업단지,분양완료,2006-07-24,162927,"화학물질및화학제품,고무제품및플라스틱,비금속광물제품,금속가공제품,전자부품·컴퓨터·영상·음향및통신장비,,의료·정밀·광학기기및시계,전기장비,기타기계및장비,자동차및트레일러 제조업",평택산업단지관리공단,723002,일반,https://blog.naver.com/seig1004/223480498194
포천금현일반산업단지,분양완료,2019-01-31,333000,"섬유제품제조업, 화학물질 및 화학제품제조업, 고무제품 및 플라스틱제품 제조업, 비금속ㆍ광물제품 제조업, 1차금속 제조업, 금속가공제품 제조업,전기장비 제조업, 창고 및 운송관련 서비스업",경기_포천시,140125,일반,https://yjcc.yangju.go.kr/www/selectBbsNttView.do?key=4163&bbsNo=533&nttNo=183928
포천신평일반산업단지,분양완료,1992-05-08,90750,한국표준산업분류상 전 제조업,경기_포천시,57000,일반,http://www.ipcs21.com/default/index_view_page.php?idx=26265
포천양문일반산업단지,분양중,2002-09-19,254000,"솜 및 실염색, 직물및 편조원단 염색, 날염가공업",경기_포천시,179635,일반,http://www.jeonmae.co.kr/news/articleView.html?idxno=1025125
포천용정일반산업단지,분양완료,2016-09-07,360000,"[식료품, 음료, 섬유, 펄프/종이 및 종이제품, 화학물질 및 화학제품, 의료용 물질 및 의약품, 고무 및 플라스틱, 금속가공, 전기장비, 기타 기계 및 장비, 가구, 기타 운송장비], [지식산업센터: 전자부품/컴퓨터/영상/음향 및 통신장비, 의료/정밀/광학기기 및 시계, 13, 20, 28, 5821, 5822, 5911, 6201, 6202, 6312, 6399, 7131, 7139, 7153, 7160, 7211, 7212, 7320]",경기_포천시,947185,일반,https://www.kmaeil.com/news/articleView.html?idxno=452261
포천장자일반산업단지,분양중,2018-07-18,447230,"섬유제품제조업, 가죽, 가방 및 신발, 화학물질 및 화학제품 제조업",경기_포천시,483841,일반,https://www.saramin.co.kr/zf_user/company-info/view?csn=Wmd6UEpZRVRJdFNJTzNLa1RhTmdIQT09
포항국가산업단지,분양완료,-,30219,"비금속광물, 조립금속 및 기계, 석유화학, 기타제조업, 재생산업, 전기업",한국산업단지공단,28755000,국가,https://www245.pohang.go.kr/open_content/invest/corporation_status/high_industry/
